customer_id,recency,frequency,monetary,first_purchase,tenure_days,r_score,f_score,m_score,future_spend,is_churn,retention_score,segment,clv_pred,value_tier,retention_tier,marketing_segment
HM-14980,65,7,736.276,2015-10-02,638,4,2,2,0,Yes,0.9325037598609924,At Risk,518.7950439453125,Medium Value,High Retention,Medium Value + High Retention
HP-14815,159,8,678.942,2014-05-06,1152,3,3,2,1311.372,No,0.7647666931152344,Loyal Customers,361.1562805175781,Low Value,Medium Retention,Low Value + Medium Retention
HR-14770,85,12,1287.48,2014-03-01,1218,4,4,2,11.808,No,0.9384894371032715,Potential Loyalists,274.21270751953125,Low Value,High Retention,Low Value + High Retention
HR-14830,99,13,2848.827,2014-11-24,950,4,4,4,2399.96,No,0.7170718312263489,Loyal Customers,851.87774658203125,High Value,Medium Retention,High Value + Medium Retention
HW-14935,30,15,6110.348,2015-09-27,643,5,5,5,3189.906,No,0.9525793194770813,Loyal Customers,643.05926513671875,Medium Value,High Retention,Medium Value + High Retention
HZ-14950,33,2,87.304,2016-03-14,474,5,1,1,799.216,No,0.9601609110832214,Potential Loyalists,626.9149169921875,Medium Value,High Retention,Medium Value + High Retention
IG-15085,379,4,545.404,2014-10-18,987,1,1,1,199.17,No,0.851104199886322,Needs Attention,728.1834716796875,High Value,Medium Retention,High Value + Medium Retention
IL-15100,300,11,3394.866,2014-08-01,1065,2,4,5,1645.87,No,0.9060983657836914,Loyal Customers,799.3836669921875,High Value,Medium Retention,High Value + Medium Retention
IM-15055,227,4,2872.63,2014-01-23,1255,2,1,4,0,Yes,0.6173039078712463,Needs Attention,750.301025390625,High Value,Low Retention,High Value + Low Retention
IM-15070,208,21,4930.474,2014-12-19,925,2,5,5,0,Yes,0.1971094012260437,Loyal Customers,760.7381591796875,High Value,Low Retention,High Value + Low Retention
JA-15970,47,18,1505.241,2014-09-17,1018,4,5,3,4985.785,No,0.9078567028045654,Loyal Customers,564.525390625,Medium Value,Medium Retention,Medium Value + Medium Retention
JB-15400,343,10,937.207,2014-09-14,1021,1,3,2,854.398,No,0.6667293906211853,Champions,588.4649658203125,Medium Value,Medium Retention,Medium Value + Medium Retention
JB-15925,555,8,900.552,2014-12-05,939,1,3,2,0,Yes,0.3783361315727234,At Risk,576.29931640625,Medium Value,Low Retention,Medium Value + Low Retention
JB-16000,110,3,222.76600000000002,2016-01-10,538,3,1,1,421.3528,No,0.8990097641944885,Potential Loyalists,553.6431884765625,Medium Value,Medium Retention,Medium Value + Medium Retention
JB-16045,205,8,2490.655,2015-05-03,790,2,3,4,27.46,No,0.7026352286338806,Loyal Customers,726.1776123046875,High Value,Medium Retention,High Value + Medium Retention
JC-15340,200,3,23.323,2014-01-28,1250,3,1,1,47.94,No,0.7898141145706177,Needs Attention,359.7605895996094,Low Value,Medium Retention,Low Value + Medium Retention
JC-15775,1,11,2294.963,2014-09-14,1021,5,4,4,477.092,No,0.2703959345817566,Loyal Customers,701.314453125,Medium Value,Low Retention,Medium Value + Low Retention
JC-16105,667,4,703.2660000000001,2014-11-18,956,1,1,2,155.31,No,0.8800825476646423,Needs Attention,710.7879638671875,Medium Value,Medium Retention,Medium Value + Medium Retention
JD-15790,29,4,2112.256,2015-04-02,821,5,1,3,40.096,No,0.7234547138214111,Potential Loyalists,1003.7842407226562,High Value,Medium Retention,High Value + Medium Retention
JD-15895,212,32,7610.8640000000005,2014-03-26,1193,2,5,5,0,Yes,0.23142361640930176,Loyal Customers,455.497314453125,Low Value,Low Retention,Low Value + Low Retention
JD-16015,47,7,224,2014-10-04,1001,4,2,1,161.43,No,0.8816511034965515,Needs Attention,609.17138671875,Medium Value,Medium Retention,Medium Value + Medium Retention
JD-16060,118,6,695.442,2014-09-24,1011,3,2,2,0,Yes,0.5704782009124756,At Risk,599.85906982421875,Medium Value,Low Retention,Medium Value + Low Retention
JD-16150,98,15,6306.5505,2014-11-16,958,4,5,5,2521.4799999999996,No,0.7346157431602478,Champions,745.63018798828125,High Value,Medium Retention,High Value + Medium Retention
JE-15475,11,13,1388.682,2015-03-16,838,5,4,3,0,Yes,0.5663120150566101,Potential Loyalists,563.366455078125,Medium Value,Low Retention,Medium Value + Low Retention
JE-15610,92,14,6779.558,2014-10-14,991,4,4,5,975.418,No,0.8740853071212769,Champions,650.85162353515625,Medium Value,Medium Retention,Medium Value + Medium Retention
JE-15715,16,20,8637.907,2014-08-25,1041,5,5,5,59.93600000000001,No,0.9434882998466492,Champions,450.8229675292969,Low Value,High Retention,Low Value + High Retention
JE-15745,15,20,5986.785,2014-06-22,1105,5,5,5,774.0300000000001,No,0.9718950390815735,Champions,349.5701904296875,Low Value,High Retention,Low Value + High Retention
JE-16165,208,4,2657.81,2016-12-05,208,2,1,4,39.438,No,0.8229421973228455,Potential Loyalists,886.2796630859375,High Value,Medium Retention,High Value + Medium Retention
JF-15190,90,12,1265.434,2014-11-15,959,4,4,2,1014.152,No,0.9231047034263611,Loyal Customers,643.93804931640625,Medium Value,High Retention,Medium Value + High Retention
JF-15295,43,14,955.124,2014-03-14,1205,4,4,2,0,Yes,0.5505449175834656,Needs Attention,309.7437438964844,Low Value,Low Retention,Low Value + Low Retention
JF-15355,69,13,1748.334,2015-10-23,617,4,4,3,163.51,No,0.9441362619400024,Potential Loyalists,676.0350341796875,Medium Value,High Retention,Medium Value + High Retention
JF-15415,615,5,416.716,2014-06-17,1110,1,1,1,1954.732,No,0.5399441719055176,Loyal Customers,510.3858947753906,Medium Value,Low Retention,Medium Value + Low Retention
JF-15490,56,13,1063.798,2014-10-19,986,4,4,2,19.119999999999997,No,0.6519311666488647,Potential Loyalists,549.15948486328125,Medium Value,Medium Retention,Medium Value + Medium Retention
JF-15565,253,11,3366.964,2014-10-11,994,2,4,4,831.368,No,0.933508574962616,Loyal Customers,875.539306640625,High Value,High Retention,High Value + High Retention
JG-15115,576,7,2358.676,2014-09-21,1014,1,2,4,0,Yes,0.40033745765686035,Needs Attention,677.933349609375,Medium Value,Low Retention,Medium Value + Low Retention
JG-15160,35,15,5572.608,2014-05-30,1128,5,5,5,793.784,No,0.8571836948394775,Champions,546.71490478515625,Medium Value,Medium Retention,Medium Value + Medium Retention
JG-15310,345,7,969.9739999999999,2016-03-03,485,1,2,2,1270.606,No,0.8331925868988037,Loyal Customers,568.6953125,Medium Value,Medium Retention,Medium Value + Medium Retention
JG-15805,41,9,1507.018,2014-04-05,1183,5,3,3,0,Yes,0.5429476499557495,Potential Loyalists,565.767333984375,Medium Value,Low Retention,Medium Value + Low Retention
JH-15430,1223,2,55.672,2014-02-24,1223,1,1,1,253.609,No,0.971789538860321,Potential Loyalists,277.1031494140625,Low Value,High Retention,Low Value + High Retention
JH-15820,155,7,299.99,2014-05-19,1139,3,2,1,228.92,No,0.5211780071258545,Needs Attention,485.4830017089844,Low Value,Low Retention,Low Value + Low Retention
JH-15910,34,8,740.402,2015-06-12,750,5,3,2,219.075,No,0.947756826877594,Potential Loyalists,530.7723388671875,Medium Value,High Retention,Medium Value + High Retention
JH-15985,238,9,7578.898,2014-08-09,1057,2,3,5,376.09999999999997,No,0.8734899759292603,Loyal Customers,735.400390625,High Value,Medium Retention,High Value + Medium Retention
JH-16180,222,5,2256.394,2015-05-25,768,2,1,4,0,Yes,0.6820375919342041,Needs Attention,787.4720458984375,High Value,Medium Retention,High Value + Medium Retention
JJ-15445,301,6,709.178,2015-03-05,849,2,2,2,0,Yes,0.40274637937545776,Needs Attention,663.3131103515625,Medium Value,Low Retention,Medium Value + Low Retention
JJ-15760,571,3,195,2015-10-05,635,1,1,1,0,Yes,0.75151526927948,At Risk,413.1833801269531,Low Value,Medium Retention,Low Value + Medium Retention
JK-15205,273,7,2433.37,2014-07-11,1086,2,2,4,1993.772,No,0.9416568875312805,Loyal Customers,792.3802490234375,High Value,High Retention,High Value + High Retention
JK-15325,105,4,383.81199999999995,2014-11-21,953,3,1,1,0,Yes,0.12405554205179214,At Risk,856.47784423828125,High Value,Low Retention,High Value + Low Retention
JK-15370,218,10,2280.382,2014-04-11,1177,2,3,4,429.25,No,0.7900090217590332,Loyal Customers,629.8330078125,Medium Value,Medium Retention,Medium Value + Medium Retention
JK-15625,554,9,2848.208,2014-05-31,1127,1,3,4,911.82,No,0.881072998046875,Loyal Customers,658.1416015625,Medium Value,Medium Retention,Medium Value + Medium Retention
JK-15640,554,8,609.462,2014-09-19,1016,1,3,1,4150.972,No,0.5949287414550781,Loyal Customers,680.0482177734375,Medium Value,Low Retention,Medium Value + Low Retention
JK-15730,9,17,4525.994000000001,2014-11-18,956,5,5,5,341.206,No,0.8182271718978882,Champions,736.2783203125,High Value,Medium Retention,High Value + Medium Retention
JK-16090,802,4,893.09,2015-04-21,802,1,1,2,2854.578,No,0.8945236802101135,Potential Loyalists,712.7366943359375,Medium Value,Medium Retention,Medium Value + Medium Retention
JK-16120,51,16,2902.1,2014-11-02,972,4,5,4,30.384,No,0.9647147059440613,Loyal Customers,746.4989013671875,High Value,High Retention,High Value + High Retention
JL-15130,64,7,124.608,2014-07-18,1079,4,2,1,1090.348,No,0.956902027130127,Loyal Customers,459.7440490722656,Low Value,High Retention,Low Value + High Retention
JL-15175,380,4,710.939,2014-12-31,913,1,1,2,860.584,No,0.816849410533905,Potential Loyalists,678.4625244140625,Medium Value,Medium Retention,Medium Value + Medium Retention
JL-15235,64,8,1948.452,2014-05-25,1133,4,3,3,255.248,No,0.9338712692260742,Potential Loyalists,579.6904296875,Medium Value,High Retention,Medium Value + High Retention
JL-15505,37,8,585.0600000000001,2014-11-14,960,5,3,1,2588.814,No,0.9278748035430908,Loyal Customers,769.6474609375,High Value,High Retention,High Value + High Retention
JL-15835,98,18,4781.453,2014-04-18,1170,4,5,5,5018.47,No,0.9187741279602051,Champions,519.875732421875,Medium Value,Medium Retention,Medium Value + Medium Retention
JL-15850,432,11,2725.256,2014-07-22,1075,1,4,4,0,Yes,0.6723588109016418,Potential Loyalists,647.4276123046875,Medium Value,Medium Retention,Medium Value + Medium Retention
JM-15250,71,12,2362.33,2016-03-29,459,4,4,4,796.792,No,0.9341039061546326,Loyal Customers,676.0350341796875,Medium Value,High Retention,Medium Value + High Retention
JM-15265,202,11,1487.826,2014-08-25,1041,2,4,3,316.32,No,0.8665274381637573,Potential Loyalists,643.89111328125,Medium Value,Medium Retention,Medium Value + Medium Retention
JM-15535,189,8,1692.683,2014-09-13,1022,3,3,3,40.76,No,0.8817205429077148,Potential Loyalists,680.94329833984375,Medium Value,Medium Retention,Medium Value + Medium Retention
JM-15580,296,6,300.924,2016-04-14,443,2,2,1,3.024,No,0.9479276537895203,Potential Loyalists,631.969970703125,Medium Value,High Retention,Medium Value + High Retention
JM-15655,201,6,476.431,2014-04-08,1180,2,2,1,388.516,No,0.6192601323127747,Potential Loyalists,535.6256103515625,Medium Value,Low Retention,Medium Value + Low Retention
JM-15865,46,12,7458.636,2014-11-19,955,4,4,5,166.44,No,0.8658641576766968,Loyal Customers,929.46392822265625,High Value,Medium Retention,High Value + Medium Retention
JM-16195,229,14,2068.074,2014-04-30,1158,2,4,3,765.8520000000001,No,0.8598175048828125,Loyal Customers,519.2713623046875,Medium Value,Medium Retention,Medium Value + Medium Retention
JO-15145,166,10,2584.076,2014-01-06,1272,3,3,4,670.8729999999999,No,0.8619855642318726,Loyal Customers,1434.1038818359375,High Value,Medium Retention,High Value + Medium Retention
JO-15280,438,10,1690.3519999999999,2014-03-31,1188,1,3,3,243.92,No,0.9561068415641785,Potential Loyalists,546.17498779296875,Medium Value,High Retention,Medium Value + High Retention
JO-15550,33,11,1090.838,2015-03-19,835,5,4,2,0,Yes,0.38472259044647217,Needs Attention,635.7425537109375,Medium Value,Low Retention,Medium Value + Low Retention
JP-15460,138,11,1420.654,2014-08-24,1042,3,4,3,248.481,No,0.8580337166786194,Loyal Customers,529.68389892578125,Medium Value,Medium Retention,Medium Value + Medium Retention
JP-15520,300,10,1811.4099999999999,2014-08-22,1044,2,3,3,1824.184,No,0.5693105459213257,Champions,731.0859375,High Value,Low Retention,High Value + Low Retention
JP-16135,50,12,1672.31,2014-09-23,1012,4,4,3,35.4,No,0.7713524699211121,Loyal Customers,830.37066650390625,High Value,Medium Retention,High Value + Medium Retention
JR-15670,411,3,1156.658,2015-12-24,555,1,1,2,0,Yes,0.8515227437019348,Needs Attention,594.681640625,Medium Value,Medium Retention,Medium Value + Medium Retention
JR-16210,447,4,847.854,2015-09-18,652,1,1,2,1353.832,No,0.6180375814437866,Potential Loyalists,667.5029296875,Medium Value,Low Retention,Medium Value + Low Retention
JS-15595,249,5,1160.146,2014-03-03,1216,2,1,2,257.508,No,0.9149277210235596,Needs Attention,385.64971923828125,Low Value,Medium Retention,Low Value + Medium Retention
JS-15685,12,6,578.208,2016-06-14,382,5,2,1,552.856,No,0.9958838820457458,Potential Loyalists,526.04302978515625,Medium Value,High Retention,Medium Value + High Retention
JS-15880,352,9,3868.02,2014-04-08,1180,1,3,5,0,Yes,0.5512019395828247,Potential Loyalists,553.61669921875,Medium Value,Low Retention,Medium Value + Low Retention
JS-15940,281,8,469.169,2014-05-03,1155,2,3,1,0,Yes,0.3053187131881714,Needs Attention,474.331298828125,Low Value,Low Retention,Low Value + Low Retention
JS-16030,135,15,2173.498,2014-02-27,1220,3,5,4,342.996,No,0.9250484704971313,Loyal Customers,371.5904846191406,Low Value,High Retention,Low Value + High Retention
JW-15220,286,8,2337.166,2015-04-30,793,2,3,4,5384.548,No,0.8495973348617554,Loyal Customers,726.1776123046875,High Value,Medium Retention,High Value + Medium Retention
JW-15955,71,5,522.908,2015-08-16,685,4,1,1,721.178,No,0.9435455799102783,Loyal Customers,581.827392578125,Medium Value,High Retention,Medium Value + High Retention
JW-16075,279,7,1428.731,2015-03-21,833,2,2,3,0,Yes,0.23010464012622833,Needs Attention,730.587890625,High Value,Low Retention,High Value + Low Retention
KA-16525,32,6,716.7180000000001,2014-03-11,1208,5,2,2,802.788,No,0.9510607719421387,Loyal Customers,398.18414306640625,Low Value,High Retention,Low Value + High Retention
KB-16240,511,4,349.21299999999997,2014-03-31,1188,1,1,1,2803.402,No,0.6747495532035828,Champions,662.7418212890625,Medium Value,Medium Retention,Medium Value + Medium Retention
KB-16315,114,22,1569.464,2014-08-26,1040,3,5,3,0,Yes,0.9110540151596069,Potential Loyalists,415.0982666015625,Low Value,Medium Retention,Low Value + Medium Retention
KB-16405,589,3,155.16,2015-11-20,589,1,1,1,753.661,No,0.9534386992454529,Needs Attention,413.1833801269531,Low Value,High Retention,Low Value + High Retention
KB-16585,48,23,2744.742,2014-04-04,1184,4,5,4,0,Yes,0.16437143087387085,Potential Loyalists,474.311767578125,Low Value,Low Retention,Low Value + Low Retention
KB-16600,375,4,106.07600000000001,2014-12-30,914,1,1,1,877.846,No,0.3950536549091339,Loyal Customers,614.5030517578125,Medium Value,Low Retention,Medium Value + Low Retention
KC-16255,225,10,2120.954,2014-09-08,1027,2,3,3,0,Yes,0.789009153842926,Potential Loyalists,731.0859375,High Value,Medium Retention,High Value + Medium Retention
KC-16540,229,4,3805.2059999999997,2015-11-02,607,2,1,5,103.056,No,0.98384857177734375,Potential Loyalists,893.7215576171875,High Value,High Retention,High Value + High Retention
KC-16675,36,5,699.054,2014-12-13,931,5,1,2,446.99600000000004,No,0.9490452408790588,Needs Attention,686.44219970703125,Medium Value,High Retention,Medium Value + High Retention
KD-16270,302,16,8282.358,2014-11-11,963,2,5,5,0,Yes,0.5202039480209351,Potential Loyalists,644.0260009765625,Medium Value,Low Retention,Medium Value + Low Retention
KD-16345,14,9,1856.9959999999999,2014-09-02,1033,5,3,3,31.968,No,0.5165350437164307,Loyal Customers,625.1588134765625,Medium Value,Low Retention,Medium Value + Low Retention
KD-16495,158,26,8063.842000000001,2014-09-28,1007,3,5,5,117.414,No,0.8843584060668945,Loyal Customers,582.7630615234375,Medium Value,Medium Retention,Medium Value + Medium Retention
KD-16615,107,13,2243.5099999999998,2015-09-13,657,3,4,4,0,Yes,0.48779281973838806,Needs Attention,676.0350341796875,Medium Value,Low Retention,Medium Value + Low Retention
KE-16420,279,12,1407.588,2014-04-03,1185,2,4,3,279.1432,No,0.469298779964447,Loyal Customers,478.5736999511719,Low Value,Low Retention,Low Value + Low Retention
KF-16285,84,7,7726.8640000000005,2014-09-26,1009,4,2,5,2877.402,No,0.8993178009986877,Loyal Customers,822.70782470703125,High Value,Medium Retention,High Value + Medium Retention
KH-16330,12,13,2665.168,2014-04-01,1187,5,4,4,647.696,No,0.6778973340988159,Loyal Customers,523.9061279296875,Medium Value,Medium Retention,Medium Value + Medium Retention
KH-16360,89,9,1285.932,2014-04-29,1159,4,3,2,1814.6799999999998,No,0.8737514615058899,Loyal Customers,371.7509460449219,Low Value,Medium Retention,Low Value + Medium Retention
KH-16510,596,11,1931.624,2014-08-15,1051,1,4,3,4021.235,No,0.6767778992652893,Champions,705.8463134765625,Medium Value,Medium Retention,Medium Value + Medium Retention
KH-16630,200,12,3639.996,2014-11-01,973,3,4,5,278.96999999999997,No,0.980926513671875,Loyal Customers,825.39666748046875,High Value,High Retention,High Value + High Retention
KH-16690,16,14,5264.959,2014-03-21,1198,5,4,5,725.84,No,0.8841276168823242,Champions,434.6416931152344,Low Value,Medium Retention,Low Value + Medium Retention
KL-16555,182,16,2831.158,2014-06-15,1112,3,5,4,2185.33,No,0.9769332408905029,Champions,401.0401611328125,Low Value,High Retention,Low Value + High Retention
KL-16645,39,28,14153.229,2014-07-25,1072,5,5,5,22,No,0.8529499769210815,Champions,579.8790283203125,Medium Value,Medium Retention,Medium Value + Medium Retention
KM-16225,233,11,1792.08,2015-07-06,726,2,4,3,468.878,No,0.7121252417564392,Loyal Customers,726.1776123046875,High Value,Medium Retention,High Value + Medium Retention
KM-16375,131,19,5615.8859999999995,2014-07-20,1077,3,5,5,4.3,No,0.9706548452377319,Loyal Customers,506.607421875,Medium Value,High Retention,Medium Value + High Retention
KM-16660,334,6,179.612,2014-12-22,922,1,2,1,273.926,No,0.46781113743782043,Potential Loyalists,515.69549560546875,Medium Value,Low Retention,Medium Value + Low Retention
KM-16720,438,25,3638.302,2014-03-30,1189,1,5,5,1271.17,No,0.3292860984802246,Champions,435.8222351074219,Low Value,Low Retention,Low Value + Low Retention
KN-16390,28,14,2206.782,2014-12-02,942,5,4,4,410.49,No,0.622397780418396,Champions,814.58746337890625,High Value,Medium Retention,High Value + Medium Retention
KN-16450,552,7,1897.762,2014-04-12,1176,1,2,3,274.2,No,0.8942204713821411,Potential Loyalists,719.43603515625,Medium Value,Medium Retention,Medium Value + Medium Retention
KN-16705,20,10,988.07,2014-03-02,1217,5,3,2,1292.51,No,0.6099278330802917,Loyal Customers,347.4844970703125,Low Value,Low Retention,Low Value + Low Retention
KS-16300,113,4,88.472,2015-01-13,900,3,1,1,0,Yes,0.4116288423538208,At Risk,648.0186767578125,Medium Value,Low Retention,Medium Value + Low Retention
KT-16465,209,14,3057.1,2014-09-08,1027,2,4,4,0,Yes,0.8761466145515442,Potential Loyalists,688.8216552734375,Medium Value,Medium Retention,Medium Value + Medium Retention
KT-16480,7,11,4535.6884,2014-03-10,1209,5,4,5,106.4,No,0.8558903932571411,Champions,545.20355224609375,Medium Value,Medium Retention,Medium Value + Medium Retention
KW-16435,245,5,3817.702,2015-08-24,677,2,1,5,598.818,No,0.909711480140686,Loyal Customers,794.9139404296875,High Value,Medium Retention,High Value + Medium Retention
KW-16570,589,5,449.096,2014-09-30,1005,1,1,1,0,Yes,0.6887084245681763,At Risk,522.43145751953125,Medium Value,Medium Retention,Medium Value + Medium Retention
LA-16780,190,24,8545.534,2014-04-29,1159,3,5,5,127.688,No,0.755678117275238,Loyal Customers,405.35467529296875,Low Value,Medium Retention,Low Value + Medium Retention
LB-16735,66,2,23.468,2016-07-25,341,4,1,1,26.72,No,0.8997364044189453,Needs Attention,553.6431884765625,Medium Value,Medium Retention,Medium Value + Medium Retention
LB-16795,53,21,4113.176,2014-04-23,1165,4,5,5,872.5,No,0.7846656441688538,Loyal Customers,593.1473388671875,Medium Value,Medium Retention,Medium Value + Medium Retention
LC-16870,96,19,2140.448,2015-05-03,790,4,5,3,440.256,No,0.670415997505188,Loyal Customers,497.38446044921875,Low Value,Medium Retention,Low Value + Medium Retention
LC-16885,19,20,6555.778,2014-04-25,1163,5,5,5,1107.348,No,0.5901739001274109,Champions,478.6263427734375,Low Value,Low Retention,Low Value + Low Retention
LC-16930,21,12,4040.466,2014-02-20,1227,5,4,5,452.48,No,0.9809550642967224,Champions,562.8658447265625,Medium Value,High Retention,Medium Value + High Retention
LC-16960,254,7,3246.626,2015-02-23,859,2,2,4,0,Yes,0.6377319693565369,Needs Attention,950.145263671875,High Value,Medium Retention,High Value + Medium Retention
LC-17050,514,5,1766.5040000000001,2014-01-31,1247,1,1,3,328.56,No,0.8839064240455627,Potential Loyalists,621.8978271484375,Medium Value,Medium Retention,Medium Value + Medium Retention
LC-17140,190,12,1363.7259999999999,2014-09-09,1026,3,4,3,1269.856,No,0.8440321087837219,Champions,529.68389892578125,Medium Value,Medium Retention,Medium Value + Medium Retention
LD-16855,370,1,5.304,2016-06-26,370,1,1,1,0,Yes,0.35878491401672363,At Risk,520.127685546875,Medium Value,Low Retention,Medium Value + Low Retention
LD-17005,232,7,1961.934,2014-09-29,1006,2,2,3,0,Yes,0.829369843006134,Needs Attention,868.535888671875,High Value,Medium Retention,High Value + Medium Retention
LE-16810,40,8,1024.682,2014-05-27,1131,5,3,2,444.768,No,0.6338564157485962,Loyal Customers,445.022705078125,Low Value,Medium Retention,Low Value + Medium Retention
LF-17185,135,13,3711.699,2014-07-26,1071,3,4,5,218.81,No,0.9914445281028748,Champions,749.24102783203125,High Value,High Retention,High Value + High Retention
LH-16750,67,2,15.466000000000001,2014-09-21,1014,4,1,1,271.96,No,0.7008394598960876,Needs Attention,634.7073974609375,Medium Value,Medium Retention,Medium Value + Medium Retention
LH-16900,205,12,1980.046,2014-08-19,1047,2,4,3,315.286,No,0.8334237933158875,Champions,731.0859375,High Value,Medium Retention,High Value + Medium Retention
LH-17020,57,6,318.239,2014-09-08,1027,4,2,1,0,Yes,0.7378318905830383,At Risk,586.73583984375,Medium Value,Medium Retention,Medium Value + Medium Retention
LH-17155,203,19,1739.689,2014-12-12,932,2,5,3,0,Yes,0.35586613416671753,Potential Loyalists,641.902587890625,Medium Value,Low Retention,Medium Value + Low Retention
LL-16840,67,12,2741.2039999999997,2014-04-29,1159,4,4,4,0,Yes,0.6102164387702942,Potential Loyalists,579.6904296875,Medium Value,Low Retention,Medium Value + Low Retention
LM-17065,209,7,1346.774,2014-06-27,1100,2,2,3,0,Yes,0.862652063369751,Needs Attention,483.18792724609375,Low Value,Medium Retention,Low Value + Medium Retention
LO-17170,34,4,470.39,2015-02-06,876,5,1,1,173.96,No,0.9305322766304016,Potential Loyalists,848.2823486328125,High Value,High Retention,High Value + High Retention
LP-17080,51,7,629.95,2014-06-24,1103,4,2,1,126.656,No,0.937993586063385,Needs Attention,558.75482177734375,Medium Value,High Retention,Medium Value + High Retention
LP-17095,120,11,3100.979,2016-06-06,390,3,4,4,552.42,No,0.9723911881446838,Champions,744.332763671875,High Value,High Retention,High Value + High Retention
LR-16915,202,15,4493.892,2014-08-08,1058,2,5,5,649,No,0.9609734416007996,Champions,739.359619140625,High Value,High Retention,High Value + High Retention
LR-17035,278,8,1486.246,2014-09-07,1028,2,3,3,393.06,No,0.9064689874649048,Potential Loyalists,643.89111328125,Medium Value,Medium Retention,Medium Value + Medium Retention
LS-16945,68,9,2448.876,2015-04-25,798,4,3,4,396.394,No,0.8209369778633118,Potential Loyalists,770.4105224609375,High Value,Medium Retention,High Value + Medium Retention
LS-16975,237,12,1626.074,2014-10-20,985,2,4,3,1362.6000000000001,No,0.9414432644844055,Champions,807.2415771484375,High Value,High Retention,High Value + High Retention
LS-17200,14,11,796.956,2014-10-18,987,5,4,2,213.29999999999998,No,0.8147189021110535,Potential Loyalists,482.7803955078125,Low Value,Medium Retention,Low Value + Medium Retention
LS-17230,595,6,368.88,2014-01-06,1272,1,2,1,0,Yes,0.7492594122886658,At Risk,1199.435791015625,High Value,Medium Retention,High Value + Medium Retention
LS-17245,381,10,843.7959999999999,2014-10-16,989,1,3,2,164.34,No,0.85891193151474,Potential Loyalists,588.4649658203125,Medium Value,Medium Retention,Medium Value + Medium Retention
LT-16765,781,2,255.524,2014-09-01,1034,1,1,1,74.352,No,0.9461473822593689,Potential Loyalists,475.89422607421875,Low Value,High Retention,Low Value + High Retention
LT-17110,224,12,2644.55,2014-06-01,1126,2,4,4,291.702,No,0.8095709085464478,Loyal Customers,629.8330078125,Medium Value,Medium Retention,Medium Value + Medium Retention
LW-16825,188,14,2217.421,2014-05-30,1128,3,5,4,20.64,No,0.9141837954521179,Potential Loyalists,469.1286926269531,Low Value,Medium Retention,Low Value + Medium Retention
LW-16990,27,8,2498.03,2016-05-05,422,5,3,4,732.278,No,0.8875284194946289,Loyal Customers,749.3067626953125,High Value,Medium Retention,High Value + Medium Retention
LW-17125,23,5,1259.04,2014-09-11,1024,5,1,2,0,Yes,0.411674439907074,Needs Attention,607.56982421875,Medium Value,Low Retention,Medium Value + Low Retention
LW-17215,81,13,5353.918,2014-09-12,1023,4,4,5,66.596,No,0.9680537581443787,Champions,799.77899169921875,High Value,High Retention,High Value + High Retention
MA-17560,312,30,4189.921,2014-08-08,1058,1,5,5,109.24,No,0.7698484063148499,Champions,587.61279296875,Medium Value,Medium Retention,Medium Value + Medium Retention
MA-17995,4,12,2453.284,2014-09-20,1015,5,4,4,0,Yes,0.14590339362621307,Potential Loyalists,701.314453125,Medium Value,Low Retention,Medium Value + Low Retention
MB-17305,7,14,1003.75,2014-08-08,1058,5,5,2,544.952,No,0.45457351207733154,Loyal Customers,306.6573791503906,Low Value,Low Retention,Low Value + Low Retention
MB-18085,56,9,1410.921,2014-01-05,1273,4,3,3,17.31,No,0.8200416564941406,Loyal Customers,1282.8441162109375,High Value,Medium Retention,High Value + Medium Retention
MC-17275,466,12,2711.252,2014-09-08,1027,1,4,4,14.73,No,0.8350407481193542,Loyal Customers,647.4276123046875,Medium Value,Medium Retention,Medium Value + Medium Retention
MC-17425,217,10,4432.138,2014-05-30,1128,2,3,5,0,Yes,0.7461380958557129,Potential Loyalists,748.668701171875,High Value,Medium Retention,High Value + Medium Retention
MC-17575,148,7,960.897,2014-12-02,942,3,2,2,342.99600000000004,No,0.44652917981147766,Loyal Customers,778.0535888671875,High Value,Low Retention,High Value + Low Retention
MC-17590,190,15,2262.517,2014-05-20,1138,3,5,4,163.55,No,0.9183024168014526,Loyal Customers,469.1286926269531,Low Value,Medium Retention,Low Value + Medium Retention
MC-17605,53,17,2098.232,2014-03-19,1200,4,5,3,159.96,No,0.8199118375778198,Potential Loyalists,376.773681640625,Low Value,Medium Retention,Low Value + Medium Retention
MC-17635,7,8,795.154,2014-11-28,946,5,3,2,0,Yes,0.8345854878425598,Needs Attention,577.55889892578125,Medium Value,Medium Retention,Medium Value + Medium Retention
MC-17845,199,10,1700.492,2014-07-05,1092,3,3,3,2105.2219999999998,No,0.9558561444282532,Champions,680.94329833984375,Medium Value,High Retention,Medium Value + High Retention
MC-18100,267,12,1373.118,2014-06-18,1109,2,4,3,845.862,No,0.922545850276947,Loyal Customers,478.5736999511719,Low Value,High Retention,Low Value + High Retention
MC-18130,187,11,1581.998,2014-09-19,1016,3,4,3,0,Yes,0.715641975402832,Needs Attention,669.90411376953125,Medium Value,Medium Retention,Medium Value + Medium Retention
MD-17350,54,13,3716.678,2014-11-05,969,4,4,5,49.704,No,0.9833923578262329,Loyal Customers,993.44720458984375,High Value,High Retention,High Value + High Retention
