customer_id,recency,frequency,monetary,first_purchase,tenure_days,r_score,f_score,m_score,future_spend,is_churn,clv_pred,churn_prob,retention_score,segment,value_tier,retention_tier,marketing_segment,top_category,category_segment
JM-16195,229,14,2068.074,2014-04-30,1158,2,4,3,765.8520000000001,No,737.9063720703125,0.1401824951171875,0.8598175048828125,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
JO-15145,166,10,2584.076,2014-01-06,1272,3,3,4,670.8729999999999,No,939.9862060546875,0.13801443576812744,0.8619855642318726,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
JO-15280,438,10,1690.3519999999999,2014-03-31,1188,1,3,3,243.92,No,901.6275634765625,0.04389315843582153,0.9561068415641785,Potential Loyalists,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
JO-15550,33,11,1090.838,2015-03-19,835,5,4,2,0,Yes,845.01922607421875,0.6152774095535278,0.38472259044647217,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Office Supplies,Medium Value + Low Retention + Office Supplies
JP-15460,138,11,1420.654,2014-08-24,1042,3,4,3,248.481,No,925.0673828125,0.14196628332138062,0.8580337166786194,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
JP-15520,300,10,1811.4099999999999,2014-08-22,1044,2,3,3,1824.184,No,959.69921875,0.4306894540786743,0.5693105459213257,Champions,High Value,Low Retention,High Value + Low Retention,Office Supplies,High Value + Low Retention + Office Supplies
JP-16135,50,12,1672.31,2014-09-23,1012,4,4,3,35.4,No,972.10797119140625,0.22864753007888794,0.7713524699211121,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
JR-15670,411,3,1156.658,2015-12-24,555,1,1,2,0,Yes,1015.8605346679688,0.14847725629806519,0.8515227437019348,Needs Attention,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
JR-16210,447,4,847.854,2015-09-18,652,1,1,2,1353.832,No,875.2283935546875,0.3819624185562134,0.6180375814437866,Potential Loyalists,Medium Value,Low Retention,Medium Value + Low Retention,Technology,Medium Value + Low Retention + Technology
JS-15595,249,5,1160.146,2014-03-03,1216,2,1,2,257.508,No,812.49627685546875,0.08507227897644043,0.9149277210235596,Needs Attention,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
JS-15685,12,6,578.208,2016-06-14,382,5,2,1,552.856,No,612.5252685546875,0.00411611795425415,0.9958838820457458,Potential Loyalists,Low Value,High Retention,Low Value + High Retention,Office Supplies,Low Value + High Retention + Office Supplies
JS-15880,352,9,3868.02,2014-04-08,1180,1,3,5,0,Yes,861.1436767578125,0.4487980604171753,0.5512019395828247,Potential Loyalists,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
JS-15940,281,8,469.169,2014-05-03,1155,2,3,1,0,Yes,634.501708984375,0.6946812868118286,0.3053187131881714,Needs Attention,Low Value,Low Retention,Low Value + Low Retention,Furniture,Low Value + Low Retention + Furniture
JS-16030,135,15,2173.498,2014-02-27,1220,3,5,4,342.996,No,683.40692138671875,0.07495152950286865,0.9250484704971313,Loyal Customers,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
JW-15220,286,8,2337.166,2015-04-30,793,2,3,4,5384.548,No,999.2623291015625,0.15040266513824463,0.8495973348617554,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
JW-15955,71,5,522.908,2015-08-16,685,4,1,1,721.178,No,704.982177734375,0.05645442008972168,0.9435455799102783,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
JW-16075,279,7,1428.731,2015-03-21,833,2,2,3,0,Yes,964.6304931640625,0.7698953598737717,0.23010464012622833,Needs Attention,High Value,Low Retention,High Value + Low Retention,Office Supplies,High Value + Low Retention + Office Supplies
KA-16525,32,6,716.7180000000001,2014-03-11,1208,5,2,2,802.788,No,460.3909912109375,0.04893922805786133,0.9510607719421387,Loyal Customers,Low Value,High Retention,Low Value + High Retention,Office Supplies,Low Value + High Retention + Office Supplies
KB-16240,511,4,349.21299999999997,2014-03-31,1188,1,1,1,2803.402,No,685.7318115234375,0.32525044679641724,0.6747495532035828,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
KB-16315,114,22,1569.464,2014-08-26,1040,3,5,3,0,Yes,863.3653564453125,0.08894598484039307,0.9110540151596069,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
KB-16405,589,3,155.16,2015-11-20,589,1,1,1,753.661,No,603.595947265625,0.04656130075454712,0.9534386992454529,Needs Attention,Low Value,High Retention,Low Value + High Retention,Office Supplies,Low Value + High Retention + Office Supplies
KB-16585,48,23,2744.742,2014-04-04,1184,4,5,4,0,Yes,670.26812744140625,0.8356285691261292,0.16437143087387085,Potential Loyalists,Low Value,Low Retention,Low Value + Low Retention,Furniture,Low Value + Low Retention + Furniture
KB-16600,375,4,106.07600000000001,2014-12-30,914,1,1,1,877.846,No,603.595947265625,0.6049463450908661,0.3950536549091339,Loyal Customers,Low Value,Low Retention,Low Value + Low Retention,Technology,Low Value + Low Retention + Technology
KC-16255,225,10,2120.954,2014-09-08,1027,2,3,3,0,Yes,999.2623291015625,0.21099084615707397,0.789009153842926,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
KC-16540,229,4,3805.2059999999997,2015-11-02,607,2,1,5,103.056,No,1010.0084838867188,0.01615142822265625,0.98384857177734375,Potential Loyalists,High Value,High Retention,High Value + High Retention,Technology,High Value + High Retention + Technology
KC-16675,36,5,699.054,2014-12-13,931,5,1,2,446.99600000000004,No,704.982177734375,0.05095475912094116,0.9490452408790588,Needs Attention,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
KD-16270,302,16,8282.358,2014-11-11,963,2,5,5,0,Yes,677.7677001953125,0.47979605197906494,0.5202039480209351,Potential Loyalists,Low Value,Low Retention,Low Value + Low Retention,Technology,Low Value + Low Retention + Technology
KD-16345,14,9,1856.9959999999999,2014-09-02,1033,5,3,3,31.968,No,840.08795166015625,0.48346495628356934,0.5165350437164307,Loyal Customers,Medium Value,Low Retention,Medium Value + Low Retention,Technology,Medium Value + Low Retention + Technology
KD-16495,158,26,8063.842000000001,2014-09-28,1007,3,5,5,117.414,No,677.7677001953125,0.11564159393310547,0.8843584060668945,Loyal Customers,Low Value,Medium Retention,Low Value + Medium Retention,Technology,Low Value + Medium Retention + Technology
KD-16615,107,13,2243.5099999999998,2015-09-13,657,3,4,4,0,Yes,902.928466796875,0.5122071802616119,0.48779281973838806,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
KE-16420,279,12,1407.588,2014-04-03,1185,2,4,3,279.1432,No,866.9957275390625,0.530701220035553,0.469298779964447,Loyal Customers,Medium Value,Low Retention,Medium Value + Low Retention,Technology,Medium Value + Low Retention + Technology
KF-16285,84,7,7726.8640000000005,2014-09-26,1009,4,2,5,2877.402,No,1026.165771484375,0.10068219900131226,0.8993178009986877,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
KH-16330,12,13,2665.168,2014-04-01,1187,5,4,4,647.696,No,577.81121826171875,0.3221026659011841,0.6778973340988159,Loyal Customers,Low Value,Medium Retention,Low Value + Medium Retention,Furniture,Low Value + Medium Retention + Furniture
KH-16360,89,9,1285.932,2014-04-29,1159,4,3,2,1814.6799999999998,No,934.383056640625,0.1262485384941101,0.8737514615058899,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
KH-16510,596,11,1931.624,2014-08-15,1051,1,4,3,4021.235,No,1294.869873046875,0.3232221007347107,0.6767778992652893,Champions,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
KH-16630,200,12,3639.996,2014-11-01,973,3,4,5,278.96999999999997,No,958.7784423828125,0.019073486328125,0.980926513671875,Loyal Customers,High Value,High Retention,High Value + High Retention,Technology,High Value + High Retention + Technology
KH-16690,16,14,5264.959,2014-03-21,1198,5,4,5,725.84,No,523.311767578125,0.11587238311767578,0.8841276168823242,Champions,Low Value,Medium Retention,Low Value + Medium Retention,Technology,Low Value + Medium Retention + Technology
KL-16555,182,16,2831.158,2014-06-15,1112,3,5,4,2185.33,No,755.494140625,0.02306675910949707,0.9769332408905029,Champions,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
KL-16645,39,28,14153.229,2014-07-25,1072,5,5,5,22,No,611.05023193359375,0.14705002307891846,0.8529499769210815,Champions,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
KM-16225,233,11,1792.08,2015-07-06,726,2,4,3,468.878,No,999.2623291015625,0.2878747582435608,0.7121252417564392,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
KM-16375,131,19,5615.8859999999995,2014-07-20,1077,3,5,5,4.3,No,755.494140625,0.029345154762268066,0.9706548452377319,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
KM-16660,334,6,179.612,2014-12-22,922,1,2,1,273.926,No,552.365966796875,0.5321888625621796,0.46781113743782043,Potential Loyalists,Low Value,Low Retention,Low Value + Low Retention,Technology,Low Value + Low Retention + Technology
KM-16720,438,25,3638.302,2014-03-30,1189,1,5,5,1271.17,No,697.4224853515625,0.6707139015197754,0.3292860984802246,Champions,Medium Value,Low Retention,Medium Value + Low Retention,Technology,Medium Value + Low Retention + Technology
KN-16390,28,14,2206.782,2014-12-02,942,5,4,4,410.49,No,715.92987060546875,0.377602219581604,0.622397780418396,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
KN-16450,552,7,1897.762,2014-04-12,1176,1,2,3,274.2,No,901.6275634765625,0.10577952861785889,0.8942204713821411,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
KN-16705,20,10,988.07,2014-03-02,1217,5,3,2,1292.51,No,692.885009765625,0.39007216691970825,0.6099278330802917,Loyal Customers,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
KS-16300,113,4,88.472,2015-01-13,900,3,1,1,0,Yes,670.9832763671875,0.5883711576461792,0.4116288423538208,At Risk,Low Value,Low Retention,Low Value + Low Retention,Office Supplies,Low Value + Low Retention + Office Supplies
KT-16465,209,14,3057.1,2014-09-08,1027,2,4,4,0,Yes,795.0572509765625,0.12385338544845581,0.8761466145515442,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
KT-16480,7,11,4535.6884,2014-03-10,1209,5,4,5,106.4,No,687.032958984375,0.1441096067428589,0.8558903932571411,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
KW-16435,245,5,3817.702,2015-08-24,677,2,1,5,598.818,No,958.7784423828125,0.09028851985931396,0.909711480140686,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
KW-16570,589,5,449.096,2014-09-30,1005,1,1,1,0,Yes,732.136474609375,0.31129157543182373,0.6887084245681763,At Risk,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
LA-16780,190,24,8545.534,2014-04-29,1159,3,5,5,127.688,No,580.1329345703125,0.24432188272476196,0.755678117275238,Loyal Customers,Low Value,Medium Retention,Low Value + Medium Retention,Furniture,Low Value + Medium Retention + Furniture
LB-16735,66,2,23.468,2016-07-25,341,4,1,1,26.72,No,502.8432922363281,0.10026359558105469,0.8997364044189453,Needs Attention,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
LB-16795,53,21,4113.176,2014-04-23,1165,4,5,5,872.5,No,670.26812744140625,0.21533435583114624,0.7846656441688538,Loyal Customers,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
LC-16870,96,19,2140.448,2015-05-03,790,4,5,3,440.256,No,902.928466796875,0.329584002494812,0.670415997505188,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
LC-16885,19,20,6555.778,2014-04-25,1163,5,5,5,1107.348,No,577.81121826171875,0.4098260998725891,0.5901739001274109,Champions,Low Value,Low Retention,Low Value + Low Retention,Office Supplies,Low Value + Low Retention + Office Supplies
LC-16930,21,12,4040.466,2014-02-20,1227,5,4,5,452.48,No,687.032958984375,0.019044935703277588,0.9809550642967224,Champions,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
LC-16960,254,7,3246.626,2015-02-23,859,2,2,4,0,Yes,958.7784423828125,0.36226803064346313,0.6377319693565369,Needs Attention,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
LC-17050,514,5,1766.5040000000001,2014-01-31,1247,1,1,3,328.56,No,847.12811279296875,0.11609357595443726,0.8839064240455627,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
LC-17140,190,12,1363.7259999999999,2014-09-09,1026,3,4,3,1269.856,No,964.6304931640625,0.15596789121627808,0.8440321087837219,Champions,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
LD-16855,370,1,5.304,2016-06-26,370,1,1,1,0,Yes,529.99755859375,0.6412150859832764,0.35878491401672363,At Risk,Low Value,Low Retention,Low Value + Low Retention,Office Supplies,Low Value + Low Retention + Office Supplies
LD-17005,232,7,1961.934,2014-09-29,1006,2,2,3,0,Yes,999.2623291015625,0.17063015699386597,0.829369843006134,Needs Attention,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
LE-16810,40,8,1024.682,2014-05-27,1131,5,3,2,444.768,No,839.84136962890625,0.3661435842514038,0.6338564157485962,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
LF-17185,135,13,3711.699,2014-07-26,1071,3,4,5,218.81,No,755.494140625,0.008555471897125244,0.9914445281028748,Champions,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
LH-16750,67,2,15.466000000000001,2014-09-21,1014,4,1,1,271.96,No,502.8432922363281,0.29916054010391235,0.7008394598960876,Needs Attention,Low Value,Medium Retention,Low Value + Medium Retention,Technology,Low Value + Medium Retention + Technology
LH-16900,205,12,1980.046,2014-08-19,1047,2,4,3,315.286,No,959.69921875,0.16657620668411255,0.8334237933158875,Champions,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
LH-17020,57,6,318.239,2014-09-08,1027,4,2,1,0,Yes,704.982177734375,0.26216810941696167,0.7378318905830383,At Risk,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
LH-17155,203,19,1739.689,2014-12-12,932,2,5,3,0,Yes,835.5411376953125,0.6441338658332825,0.35586613416671753,Potential Loyalists,Medium Value,Low Retention,Medium Value + Low Retention,Office Supplies,Medium Value + Low Retention + Office Supplies
LL-16840,67,12,2741.2039999999997,2014-04-29,1159,4,4,4,0,Yes,833.98931884765625,0.3897835612297058,0.6102164387702942,Potential Loyalists,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
LM-17065,209,7,1346.774,2014-06-27,1100,2,2,3,0,Yes,925.0673828125,0.13734793663024902,0.862652063369751,Needs Attention,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
LO-17170,34,4,470.39,2015-02-06,876,5,1,1,173.96,No,663.7552490234375,0.06946772336959839,0.9305322766304016,Potential Loyalists,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
LP-17080,51,7,629.95,2014-06-24,1103,4,2,1,126.656,No,665.4190673828125,0.06200641393661499,0.937993586063385,Needs Attention,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
LP-17095,120,11,3100.979,2016-06-06,390,3,4,4,552.42,No,1026.165771484375,0.027608811855316162,0.9723911881446838,Champions,High Value,High Retention,High Value + High Retention,Technology,High Value + High Retention + Technology
LR-16915,202,15,4493.892,2014-08-08,1058,2,5,5,649,No,755.494140625,0.03902655839920044,0.9609734416007996,Champions,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
LR-17035,278,8,1486.246,2014-09-07,1028,2,3,3,393.06,No,964.6304931640625,0.09353101253509521,0.9064689874649048,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
LS-16945,68,9,2448.876,2015-04-25,798,4,3,4,396.394,No,931.62408447265625,0.17906302213668823,0.8209369778633118,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
LS-16975,237,12,1626.074,2014-10-20,985,2,4,3,1362.6000000000001,No,999.2623291015625,0.05855673551559448,0.9414432644844055,Champions,High Value,High Retention,High Value + High Retention,Furniture,High Value + High Retention + Furniture
LS-17200,14,11,796.956,2014-10-18,987,5,4,2,213.29999999999998,No,612.5252685546875,0.18528109788894653,0.8147189021110535,Potential Loyalists,Low Value,Medium Retention,Low Value + Medium Retention,Furniture,Low Value + Medium Retention + Furniture
LS-17230,595,6,368.88,2014-01-06,1272,1,2,1,0,Yes,1048.514892578125,0.25074058771133423,0.7492594122886658,At Risk,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
LS-17245,381,10,843.7959999999999,2014-10-16,989,1,3,2,164.34,No,732.136474609375,0.14108806848526,0.85891193151474,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
LT-16765,781,2,255.524,2014-09-01,1034,1,1,1,74.352,No,642.3924560546875,0.053852617740631104,0.9461473822593689,Potential Loyalists,Low Value,High Retention,Low Value + High Retention,Technology,Low Value + High Retention + Technology
LT-17110,224,12,2644.55,2014-06-01,1126,2,4,4,291.702,No,861.1436767578125,0.19042909145355225,0.8095709085464478,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
LW-16825,188,14,2217.421,2014-05-30,1128,3,5,4,20.64,No,737.9063720703125,0.08581620454788208,0.9141837954521179,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
LW-16990,27,8,2498.03,2016-05-05,422,5,3,4,732.278,No,839.16717529296875,0.1124715805053711,0.8875284194946289,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
LW-17125,23,5,1259.04,2014-09-11,1024,5,1,2,0,Yes,845.01922607421875,0.588325560092926,0.411674439907074,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
LW-17215,81,13,5353.918,2014-09-12,1023,4,4,5,66.596,No,767.90289306640625,0.03194624185562134,0.9680537581443787,Champions,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
MA-17560,312,30,4189.921,2014-08-08,1058,1,5,5,109.24,No,755.494140625,0.23015159368515015,0.7698484063148499,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
MA-17995,4,12,2453.284,2014-09-20,1015,5,4,4,0,Yes,839.16717529296875,0.8540966063737869,0.14590339362621307,Potential Loyalists,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
MB-17305,7,14,1003.75,2014-08-08,1058,5,5,2,544.952,No,641.73492431640625,0.5454264879226685,0.45457351207733154,Loyal Customers,Low Value,Low Retention,Low Value + Low Retention,Furniture,Low Value + Low Retention + Furniture
MB-18085,56,9,1410.921,2014-01-05,1273,4,3,3,17.31,No,918.6839599609375,0.17995834350585938,0.8200416564941406,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
MC-17275,466,12,2711.252,2014-09-08,1027,1,4,4,14.73,No,958.7784423828125,0.16495925188064575,0.8350407481193542,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
MC-17425,217,10,4432.138,2014-05-30,1128,2,3,5,0,Yes,861.1436767578125,0.2538619041442871,0.7461380958557129,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
MC-17575,148,7,960.897,2014-12-02,942,3,2,2,342.99600000000004,No,964.6304931640625,0.5534708201885223,0.44652917981147766,Loyal Customers,High Value,Low Retention,High Value + Low Retention,Office Supplies,High Value + Low Retention + Office Supplies
MC-17590,190,15,2262.517,2014-05-20,1138,3,5,4,163.55,No,737.9063720703125,0.08169758319854736,0.9183024168014526,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
MC-17605,53,17,2098.232,2014-03-19,1200,4,5,3,159.96,No,656.2525634765625,0.18008816242218018,0.8199118375778198,Potential Loyalists,Low Value,Medium Retention,Low Value + Medium Retention,Furniture,Low Value + Medium Retention + Furniture
MC-17635,7,8,795.154,2014-11-28,946,5,3,2,0,Yes,612.5252685546875,0.16541451215744019,0.8345854878425598,Needs Attention,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
MC-17845,199,10,1700.492,2014-07-05,1092,3,3,3,2105.2219999999998,No,959.69921875,0.044143855571746826,0.9558561444282532,Champions,High Value,High Retention,High Value + High Retention,Furniture,High Value + High Retention + Furniture
MC-18100,267,12,1373.118,2014-06-18,1109,2,4,3,845.862,No,925.0673828125,0.07745414972305298,0.922545850276947,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
MC-18130,187,11,1581.998,2014-09-19,1016,3,4,3,0,Yes,999.2623291015625,0.28435802459716797,0.715641975402832,Needs Attention,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
MD-17350,54,13,3716.678,2014-11-05,969,4,4,5,49.704,No,767.90289306640625,0.01660764217376709,0.9833923578262329,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
MD-17860,34,5,267.374,2014-12-02,942,5,1,1,937.5360000000001,No,612.5252685546875,0.10603523254394531,0.8939647674560547,Potential Loyalists,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
ME-17320,19,19,10393.22,2014-01-06,1272,5,5,5,270.508,No,539.3642578125,0.20234882831573486,0.7976511716842651,Champions,Low Value,Medium Retention,Low Value + Medium Retention,Technology,Low Value + Medium Retention + Technology
ME-17725,2,11,1050.5532,2014-07-12,1085,5,4,2,857.9000000000001,No,805.45611572265625,0.4681757688522339,0.5318242311477661,Loyal Customers,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
ME-18010,772,5,1205.776,2014-07-21,1076,1,1,2,51.168,No,897.2547607421875,0.09892123937606812,0.9010787606239319,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
MF-17665,239,8,937.039,2014-12-30,914,2,3,2,0,Yes,964.6304931640625,0.7175573706626892,0.2824426293373108,Needs Attention,High Value,Low Retention,High Value + Low Retention,Office Supplies,High Value + Low Retention + Office Supplies
MF-18250,597,7,605.4300000000001,2014-09-15,1020,1,2,1,1152.87,No,1067.3070068359375,0.1664753556251526,0.8335246443748474,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
MG-17650,107,8,2492.3619999999996,2014-08-09,1057,3,3,4,1292.914,No,986.6026611328125,0.3932998776435852,0.6067001223564148,Loyal Customers,High Value,Low Retention,High Value + Low Retention,Technology,High Value + Low Retention + Technology
MG-17680,23,4,1657.058,2014-10-22,983,5,1,3,693.13,No,930.881103515625,0.12835776805877686,0.8716422319412231,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
MG-17695,373,7,1342.282,2014-12-26,918,1,2,3,0,Yes,964.6304931640625,0.7804930061101913,0.21950699388980865,Needs Attention,High Value,Low Retention,High Value + Low Retention,Office Supplies,High Value + Low Retention + Office Supplies
MG-17875,296,6,1095.649,2014-02-23,1224,2,2,2,147.184,No,812.49627685546875,0.08692359924316406,0.9130764007568359,Needs Attention,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
MG-17890,32,11,702.776,2014-12-29,915,5,4,2,73.608,No,612.5252685546875,0.07893800735473633,0.9210619926452637,Potential Loyalists,Low Value,Medium Retention,Low Value + Medium Retention,Furniture,Low Value + Medium Retention + Furniture
MG-18145,667,4,1645.9370000000001,2014-03-29,1190,1,1,3,1415.606,No,925.04498291015625,0.1111249327659607,0.8888750672340393,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
MG-18205,82,2,16.739,2017-04-10,82,4,1,1,0,Yes,502.8432922363281,0.16623276472091675,0.8337672352790833,At Risk,Low Value,Medium Retention,Low Value + Medium Retention,Furniture,Low Value + Medium Retention + Furniture
MH-17290,112,10,1691.505,2014-04-26,1162,3,3,3,702.52,No,969.014892578125,0.09688031673431396,0.903119683265686,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
MH-17440,194,9,400.016,2014-02-04,1243,3,3,1,0,Yes,580.0023193359375,0.7160492837429047,0.28395071625709534,Needs Attention,Low Value,Low Retention,Low Value + Low Retention,Furniture,Low Value + Low Retention + Furniture
MH-17455,138,7,2016.092,2014-07-11,1086,3,2,3,440.09000000000003,No,959.69921875,0.03440660238265991,0.9655933976173401,Loyal Customers,High Value,High Retention,High Value + High Retention,Furniture,High Value + High Retention + Furniture
MH-17620,278,3,82.236,2015-12-05,574,2,1,1,1170.5639999999999,No,603.595947265625,0.0973358154296875,0.9026641845703125,Needs Attention,Low Value,Medium Retention,Low Value + Medium Retention,Technology,Low Value + Medium Retention + Technology
MH-17785,478,10,2194.53,2014-05-27,1131,1,3,4,9.248,No,901.6275634765625,0.1400558352470398,0.8599441647529602,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
MH-18025,126,6,1354.518,2014-07-08,1089,3,2,3,1630.43,No,925.0673828125,0.02660435438156128,0.9733956456184387,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
MH-18115,37,16,3461.679,2016-08-23,312,5,5,5,2041.414,No,767.90289306640625,0.03622180223464966,0.9637781977653503,Champions,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
