customer_id,recency,frequency,monetary,first_purchase,avg_order_value,tenure_days,r_score,f_score,m_score,future_spend,is_churn,segment,value_tier,engagement_tier,strategic_segment,top_category
JB-16045,205,8,2490.655,2015-05-03,311.331875,790,2,3,4,27.46,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
JC-15340,200,3,23.323,2014-01-28,7.774333333333333,1250,3,1,1,47.94,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Furniture
JC-15775,1,11,2294.963,2014-09-14,208.633,1021,5,4,4,477.092,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
JC-16105,667,4,703.2660000000001,2014-11-18,175.81650000000002,956,1,1,2,155.31,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
JD-15790,29,4,2112.256,2015-04-02,528.064,821,5,1,3,40.096,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
JD-15895,212,32,7610.8640000000005,2014-03-26,237.83950000000002,1193,2,5,5,0,Yes,Loyal Customers,High Value,Inactive,High Value - Inactive,Office Supplies
JD-16015,47,7,224,2014-10-04,32,1001,4,2,1,161.43,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
JD-16060,118,6,695.442,2014-09-24,115.907,1011,3,2,2,0,Yes,At Risk,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
JD-16150,98,15,6306.5505,2014-11-16,420.43670000000003,958,4,5,5,2521.4799999999996,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
JE-15475,11,13,1388.682,2015-03-16,106.82169230769232,838,5,4,3,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
JE-15610,92,14,6779.558,2014-10-14,484.2541428571428,991,4,4,5,975.418,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
JE-15715,16,20,8637.907,2014-08-25,431.89535,1041,5,5,5,59.93600000000001,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
JE-15745,15,20,5986.785,2014-06-22,299.33925,1105,5,5,5,774.0300000000001,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
JE-16165,208,4,2657.81,2016-12-05,664.4525,208,2,1,4,39.438,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
JF-15190,90,12,1265.434,2014-11-15,105.45283333333333,959,4,4,2,1014.152,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
JF-15295,43,14,955.124,2014-03-14,68.22314285714286,1205,4,4,2,0,Yes,Needs Attention,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
JF-15355,69,13,1748.334,2015-10-23,134.48723076923076,617,4,4,3,163.51,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
JF-15415,615,5,416.716,2014-06-17,83.3432,1110,1,1,1,1954.732,No,Loyal Customers,Low Value,Inactive,Low Value - Inactive,Office Supplies
JF-15490,56,13,1063.798,2014-10-19,81.83061538461538,986,4,4,2,19.119999999999997,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
JF-15565,253,11,3366.964,2014-10-11,306.08763636363636,994,2,4,4,831.368,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
JG-15115,576,7,2358.676,2014-09-21,336.9537142857143,1014,1,2,4,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Technology
JG-15160,35,15,5572.608,2014-05-30,371.5072,1128,5,5,5,793.784,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
JG-15310,345,7,969.9739999999999,2016-03-03,138.5677142857143,485,1,2,2,1270.606,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
JG-15805,41,9,1507.018,2014-04-05,167.44644444444444,1183,5,3,3,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
JH-15430,1223,2,55.672,2014-02-24,27.836,1223,1,1,1,253.609,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Office Supplies
JH-15820,155,7,299.99,2014-05-19,42.855714285714285,1139,3,2,1,228.92,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
JH-15910,34,8,740.402,2015-06-12,92.55025,750,5,3,2,219.075,No,Potential Loyalists,Low Value,Highly Engaged,Low Value - Highly Engaged,Technology
JH-15985,238,9,7578.898,2014-08-09,842.0997777777778,1057,2,3,5,376.09999999999997,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Furniture
JH-16180,222,5,2256.394,2015-05-25,451.2788,768,2,1,4,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
JJ-15445,301,6,709.178,2015-03-05,118.19633333333333,849,2,2,2,0,Yes,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
JJ-15760,571,3,195,2015-10-05,65,635,1,1,1,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Technology
JK-15205,273,7,2433.37,2014-07-11,347.62428571428575,1086,2,2,4,1993.772,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Technology
JK-15325,105,4,383.81199999999995,2014-11-21,95.95299999999999,953,3,1,1,0,Yes,At Risk,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Technology
JK-15370,218,10,2280.382,2014-04-11,228.0382,1177,2,3,4,429.25,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
JK-15625,554,9,2848.208,2014-05-31,316.4675555555556,1127,1,3,4,911.82,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
JK-15640,554,8,609.462,2014-09-19,76.18275,1016,1,3,1,4150.972,No,Loyal Customers,Low Value,Inactive,Low Value - Inactive,Technology
JK-15730,9,17,4525.994000000001,2014-11-18,266.2349411764706,956,5,5,5,341.206,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
JK-16090,802,4,893.09,2015-04-21,223.2725,802,1,1,2,2854.578,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
JK-16120,51,16,2902.1,2014-11-02,181.38125,972,4,5,4,30.384,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
JL-15130,64,7,124.608,2014-07-18,17.801142857142857,1079,4,2,1,1090.348,No,Loyal Customers,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
JL-15175,380,4,710.939,2014-12-31,177.73475,913,1,1,2,860.584,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Furniture
JL-15235,64,8,1948.452,2014-05-25,243.5565,1133,4,3,3,255.248,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
JL-15505,37,8,585.0600000000001,2014-11-14,73.13250000000001,960,5,3,1,2588.814,No,Loyal Customers,Low Value,Highly Engaged,Low Value - Highly Engaged,Office Supplies
JL-15835,98,18,4781.453,2014-04-18,265.63627777777776,1170,4,5,5,5018.47,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
JL-15850,432,11,2725.256,2014-07-22,247.75054545454546,1075,1,4,4,0,Yes,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
JM-15250,71,12,2362.33,2016-03-29,196.86083333333335,459,4,4,4,796.792,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
JM-15265,202,11,1487.826,2014-08-25,135.2569090909091,1041,2,4,3,316.32,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
JM-15535,189,8,1692.683,2014-09-13,211.585375,1022,3,3,3,40.76,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
JM-15580,296,6,300.924,2016-04-14,50.153999999999996,443,2,2,1,3.024,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Office Supplies
JM-15655,201,6,476.431,2014-04-08,79.40516666666667,1180,2,2,1,388.516,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Technology
JM-15865,46,12,7458.636,2014-11-19,621.553,955,4,4,5,166.44,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Technology
JM-16195,229,14,2068.074,2014-04-30,147.71957142857144,1158,2,4,3,765.8520000000001,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
JO-15145,166,10,2584.076,2014-01-06,258.4076,1272,3,3,4,670.8729999999999,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
JO-15280,438,10,1690.3519999999999,2014-03-31,169.0352,1188,1,3,3,243.92,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
JO-15550,33,11,1090.838,2015-03-19,99.16709090909092,835,5,4,2,0,Yes,Needs Attention,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
JP-15460,138,11,1420.654,2014-08-24,129.15036363636364,1042,3,4,3,248.481,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
JP-15520,300,10,1811.4099999999999,2014-08-22,181.141,1044,2,3,3,1824.184,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
JP-16135,50,12,1672.31,2014-09-23,139.35916666666665,1012,4,4,3,35.4,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
JR-15670,411,3,1156.658,2015-12-24,385.55266666666665,555,1,1,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
JR-16210,447,4,847.854,2015-09-18,211.9635,652,1,1,2,1353.832,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
JS-15595,249,5,1160.146,2014-03-03,232.0292,1216,2,1,2,257.508,No,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Technology
JS-15685,12,6,578.208,2016-06-14,96.368,382,5,2,1,552.856,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
JS-15880,352,9,3868.02,2014-04-08,429.78,1180,1,3,5,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Furniture
JS-15940,281,8,469.169,2014-05-03,58.646125,1155,2,3,1,0,Yes,Needs Attention,Low Value,Inactive,Low Value - Inactive,Furniture
JS-16030,135,15,2173.498,2014-02-27,144.89986666666667,1220,3,5,4,342.996,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
JW-15220,286,8,2337.166,2015-04-30,292.14575,793,2,3,4,5384.548,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
JW-15955,71,5,522.908,2015-08-16,104.58160000000001,685,4,1,1,721.178,No,Loyal Customers,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
JW-16075,279,7,1428.731,2015-03-21,204.10442857142857,833,2,2,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
KA-16525,32,6,716.7180000000001,2014-03-11,119.453,1208,5,2,2,802.788,No,Loyal Customers,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
KB-16240,511,4,349.21299999999997,2014-03-31,87.30324999999999,1188,1,1,1,2803.402,No,Champions,Low Value,Inactive,Low Value - Inactive,Technology
KB-16315,114,22,1569.464,2014-08-26,71.33927272727273,1040,3,5,3,0,Yes,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
KB-16405,589,3,155.16,2015-11-20,51.72,589,1,1,1,753.661,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
KB-16585,48,23,2744.742,2014-04-04,119.33660869565217,1184,4,5,4,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
KB-16600,375,4,106.07600000000001,2014-12-30,26.519000000000002,914,1,1,1,877.846,No,Loyal Customers,Low Value,Inactive,Low Value - Inactive,Technology
KC-16255,225,10,2120.954,2014-09-08,212.0954,1027,2,3,3,0,Yes,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
KC-16540,229,4,3805.2059999999997,2015-11-02,951.3014999999999,607,2,1,5,103.056,No,Potential Loyalists,High Value,Inactive,High Value - Inactive,Technology
KC-16675,36,5,699.054,2014-12-13,139.8108,931,5,1,2,446.99600000000004,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
KD-16270,302,16,8282.358,2014-11-11,517.647375,963,2,5,5,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Technology
KD-16345,14,9,1856.9959999999999,2014-09-02,206.33288888888887,1033,5,3,3,31.968,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
KD-16495,158,26,8063.842000000001,2014-09-28,310.14776923076926,1007,3,5,5,117.414,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
KD-16615,107,13,2243.5099999999998,2015-09-13,172.5776923076923,657,3,4,4,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
KE-16420,279,12,1407.588,2014-04-03,117.29899999999999,1185,2,4,3,279.1432,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Technology
KF-16285,84,7,7726.8640000000005,2014-09-26,1103.8377142857144,1009,4,2,5,2877.402,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
KH-16330,12,13,2665.168,2014-04-01,205.01292307692307,1187,5,4,4,647.696,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
KH-16360,89,9,1285.932,2014-04-29,142.88133333333334,1159,4,3,2,1814.6799999999998,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
KH-16510,596,11,1931.624,2014-08-15,175.60218181818183,1051,1,4,3,4021.235,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Furniture
KH-16630,200,12,3639.996,2014-11-01,303.333,973,3,4,5,278.96999999999997,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
KH-16690,16,14,5264.959,2014-03-21,376.0685,1198,5,4,5,725.84,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
KL-16555,182,16,2831.158,2014-06-15,176.947375,1112,3,5,4,2185.33,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Furniture
KL-16645,39,28,14153.229,2014-07-25,505.4724642857143,1072,5,5,5,22,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
KM-16225,233,11,1792.08,2015-07-06,162.91636363636363,726,2,4,3,468.878,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
KM-16375,131,19,5615.8859999999995,2014-07-20,295.57294736842107,1077,3,5,5,4.3,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
KM-16660,334,6,179.612,2014-12-22,29.935333333333332,922,1,2,1,273.926,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Technology
KM-16720,438,25,3638.302,2014-03-30,145.53208,1189,1,5,5,1271.17,No,Champions,High Value,Inactive,High Value - Inactive,Technology
KN-16390,28,14,2206.782,2014-12-02,157.6272857142857,942,5,4,4,410.49,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
KN-16450,552,7,1897.762,2014-04-12,271.1088571428571,1176,1,2,3,274.2,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
KN-16705,20,10,988.07,2014-03-02,98.807,1217,5,3,2,1292.51,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
KS-16300,113,4,88.472,2015-01-13,22.118,900,3,1,1,0,Yes,At Risk,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
KT-16465,209,14,3057.1,2014-09-08,218.3642857142857,1027,2,4,4,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Furniture
KT-16480,7,11,4535.6884,2014-03-10,412.3353090909091,1209,5,4,5,106.4,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
KW-16435,245,5,3817.702,2015-08-24,763.5404,677,2,1,5,598.818,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
KW-16570,589,5,449.096,2014-09-30,89.8192,1005,1,1,1,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Furniture
LA-16780,190,24,8545.534,2014-04-29,356.06391666666667,1159,3,5,5,127.688,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Furniture
LB-16735,66,2,23.468,2016-07-25,11.734,341,4,1,1,26.72,No,Needs Attention,Low Value,Occasional,Low Value - Occasional,Office Supplies
LB-16795,53,21,4113.176,2014-04-23,195.8655238095238,1165,4,5,5,872.5,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
LC-16870,96,19,2140.448,2015-05-03,112.65515789473685,790,4,5,3,440.256,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
LC-16885,19,20,6555.778,2014-04-25,327.7889,1163,5,5,5,1107.348,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
LC-16930,21,12,4040.466,2014-02-20,336.70550000000003,1227,5,4,5,452.48,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
LC-16960,254,7,3246.626,2015-02-23,463.8037142857143,859,2,2,4,0,Yes,Needs Attention,High Value,Inactive,High Value - Inactive,Furniture
LC-17050,514,5,1766.5040000000001,2014-01-31,353.3008,1247,1,1,3,328.56,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
LC-17140,190,12,1363.7259999999999,2014-09-09,113.64383333333333,1026,3,4,3,1269.856,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Technology
LD-16855,370,1,5.304,2016-06-26,5.304,370,1,1,1,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Office Supplies
LD-17005,232,7,1961.934,2014-09-29,280.27628571428573,1006,2,2,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
LE-16810,40,8,1024.682,2014-05-27,128.08525,1131,5,3,2,444.768,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
LF-17185,135,13,3711.699,2014-07-26,285.51530769230766,1071,3,4,5,218.81,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Office Supplies
LH-16750,67,2,15.466000000000001,2014-09-21,7.7330000000000005,1014,4,1,1,271.96,No,Needs Attention,Low Value,Occasional,Low Value - Occasional,Technology
LH-16900,205,12,1980.046,2014-08-19,165.00383333333335,1047,2,4,3,315.286,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Technology
LH-17020,57,6,318.239,2014-09-08,53.039833333333334,1027,4,2,1,0,Yes,At Risk,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
LH-17155,203,19,1739.689,2014-12-12,91.56257894736842,932,2,5,3,0,Yes,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
LL-16840,67,12,2741.2039999999997,2014-04-29,228.43366666666665,1159,4,4,4,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
LM-17065,209,7,1346.774,2014-06-27,192.3962857142857,1100,2,2,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
LO-17170,34,4,470.39,2015-02-06,117.5975,876,5,1,1,173.96,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
LP-17080,51,7,629.95,2014-06-24,89.99285714285715,1103,4,2,1,126.656,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
LP-17095,120,11,3100.979,2016-06-06,281.9071818181818,390,3,4,4,552.42,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
LR-16915,202,15,4493.892,2014-08-08,299.5928,1058,2,5,5,649,No,Champions,High Value,Inactive,High Value - Inactive,Technology
LR-17035,278,8,1486.246,2014-09-07,185.78075,1028,2,3,3,393.06,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
LS-16945,68,9,2448.876,2015-04-25,272.0973333333333,798,4,3,4,396.394,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
LS-16975,237,12,1626.074,2014-10-20,135.50616666666667,985,2,4,3,1362.6000000000001,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Furniture
LS-17200,14,11,796.956,2014-10-18,72.45054545454546,987,5,4,2,213.29999999999998,No,Potential Loyalists,Low Value,Highly Engaged,Low Value - Highly Engaged,Furniture
LS-17230,595,6,368.88,2014-01-06,61.480000000000004,1272,1,2,1,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Furniture
LS-17245,381,10,843.7959999999999,2014-10-16,84.3796,989,1,3,2,164.34,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
LT-16765,781,2,255.524,2014-09-01,127.762,1034,1,1,1,74.352,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Technology
LT-17110,224,12,2644.55,2014-06-01,220.37916666666666,1126,2,4,4,291.702,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
LW-16825,188,14,2217.421,2014-05-30,158.3872142857143,1128,3,5,4,20.64,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
LW-16990,27,8,2498.03,2016-05-05,312.25375,422,5,3,4,732.278,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
LW-17125,23,5,1259.04,2014-09-11,251.808,1024,5,1,2,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
LW-17215,81,13,5353.918,2014-09-12,411.83984615384617,1023,4,4,5,66.596,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
MA-17560,312,30,4189.921,2014-08-08,139.66403333333332,1058,1,5,5,109.24,No,Champions,High Value,Inactive,High Value - Inactive,Technology
MA-17995,4,12,2453.284,2014-09-20,204.44033333333334,1015,5,4,4,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
MB-17305,7,14,1003.75,2014-08-08,71.69642857142857,1058,5,5,2,544.952,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
MB-18085,56,9,1410.921,2014-01-05,156.769,1273,4,3,3,17.31,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
MC-17275,466,12,2711.252,2014-09-08,225.93766666666667,1027,1,4,4,14.73,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
MC-17425,217,10,4432.138,2014-05-30,443.2138,1128,2,3,5,0,Yes,Potential Loyalists,High Value,Inactive,High Value - Inactive,Technology
MC-17575,148,7,960.897,2014-12-02,137.27100000000002,942,3,2,2,342.99600000000004,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
MC-17590,190,15,2262.517,2014-05-20,150.83446666666666,1138,3,5,4,163.55,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
MC-17605,53,17,2098.232,2014-03-19,123.42541176470588,1200,4,5,3,159.96,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
MC-17635,7,8,795.154,2014-11-28,99.39425,946,5,3,2,0,Yes,Needs Attention,Low Value,Highly Engaged,Low Value - Highly Engaged,Office Supplies
MC-17845,199,10,1700.492,2014-07-05,170.0492,1092,3,3,3,2105.2219999999998,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Furniture
MC-18100,267,12,1373.118,2014-06-18,114.4265,1109,2,4,3,845.862,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
MC-18130,187,11,1581.998,2014-09-19,143.818,1016,3,4,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
MD-17350,54,13,3716.678,2014-11-05,285.8983076923077,969,4,4,5,49.704,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
MD-17860,34,5,267.374,2014-12-02,53.4748,942,5,1,1,937.5360000000001,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
ME-17320,19,19,10393.22,2014-01-06,547.0115789473684,1272,5,5,5,270.508,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
ME-17725,2,11,1050.5532,2014-07-12,95.50483636363636,1085,5,4,2,857.9000000000001,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
ME-18010,772,5,1205.776,2014-07-21,241.1552,1076,1,1,2,51.168,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
MF-17665,239,8,937.039,2014-12-30,117.129875,914,2,3,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
MF-18250,597,7,605.4300000000001,2014-09-15,86.49000000000001,1020,1,2,1,1152.87,No,Loyal Customers,Low Value,Inactive,Low Value - Inactive,Office Supplies
MG-17650,107,8,2492.3619999999996,2014-08-09,311.54524999999995,1057,3,3,4,1292.914,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
MG-17680,23,4,1657.058,2014-10-22,414.2645,983,5,1,3,693.13,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
MG-17695,373,7,1342.282,2014-12-26,191.7545714285714,918,1,2,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
MG-17875,296,6,1095.649,2014-02-23,182.60816666666665,1224,2,2,2,147.184,No,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
MG-17890,32,11,702.776,2014-12-29,63.88872727272727,915,5,4,2,73.608,No,Potential Loyalists,Low Value,Highly Engaged,Low Value - Highly Engaged,Furniture
MG-18145,667,4,1645.9370000000001,2014-03-29,411.48425000000003,1190,1,1,3,1415.606,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
MG-18205,82,2,16.739,2017-04-10,8.3695,82,4,1,1,0,Yes,At Risk,Low Value,Occasional,Low Value - Occasional,Furniture
MH-17290,112,10,1691.505,2014-04-26,169.1505,1162,3,3,3,702.52,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
MH-17440,194,9,400.016,2014-02-04,44.446222222222225,1243,3,3,1,0,Yes,Needs Attention,Low Value,Inactive,Low Value - Inactive,Furniture
MH-17455,138,7,2016.092,2014-07-11,288.0131428571429,1086,3,2,3,440.09000000000003,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
MH-17620,278,3,82.236,2015-12-05,27.412,574,2,1,1,1170.5639999999999,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Technology
MH-17785,478,10,2194.53,2014-05-27,219.453,1131,1,3,4,9.248,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
MH-18025,126,6,1354.518,2014-07-08,225.753,1089,3,2,3,1630.43,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
MH-18115,37,16,3461.679,2016-08-23,216.3549375,312,5,5,5,2041.414,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
MJ-17740,112,13,6223.51,2015-06-09,478.7315384615385,753,3,4,5,97.236,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
